Disparity of Point  9482 =  (1063, 127) = 28
Disparity of Point  25201 =  (1010, 280) = 39
Disparity of Point  25204 =  (1012, 280) = 39
Disparity of Point  25205 =  (1012, 280) = 39
Disparity of Point  25221 =  (1183, 280) = 42
Disparity of Point  25222 =  (1183, 280) = 42
Disparity of Point  25223 =  (1184, 280) = 42
Disparity of Point  25224 =  (1184, 280) = 42
Disparity of Point  25227 =  (1207, 280) = 43
Disparity of Point  25230 =  (1209, 280) = 43
Disparity of Point  25231 =  (1209, 280) = 43
Disparity of Point  25247 =  (349, 281) = 34
Disparity of Point  25248 =  (363, 281) = 34
Disparity of Point  25249 =  (364, 281) = 34
Disparity of Point  25256 =  (380, 281) = 35
Disparity of Point  25277 =  (557, 281) = 35
Disparity of Point  25278 =  (557, 281) = 35
Disparity of Point  25284 =  (707, 281) = 35
Disparity of Point  25285 =  (707, 281) = 35
Disparity of Point  25291 =  (730, 281) = 36
Disparity of Point  25306 =  (812, 281) = 37
Disparity of Point  25313 =  (900, 281) = 38
Disparity of Point  25314 =  (900, 281) = 38
Disparity of Point  25315 =  (902, 281) = 38
Disparity of Point  25316 =  (902, 281) = 38
Disparity of Point  25317 =  (903, 281) = 38
Disparity of Point  25318 =  (903, 281) = 38
Disparity of Point  25319 =  (904, 281) = 38
Disparity of Point  25320 =  (904, 281) = 38
Disparity of Point  25321 =  (905, 281) = 38
Disparity of Point  25322 =  (905, 281) = 38
Disparity of Point  25333 =  (932, 281) = 38
Disparity of Point  25334 =  (932, 281) = 38
Disparity of Point  25335 =  (933, 281) = 38
Disparity of Point  25336 =  (933, 281) = 38
Disparity of Point  25337 =  (948, 281) = 38
Disparity of Point  25338 =  (948, 281) = 38
Disparity of Point  25339 =  (955, 281) = 38
Disparity of Point  25340 =  (955, 281) = 38
Disparity of Point  25349 =  (1015, 281) = 39
Disparity of Point  25350 =  (1015, 281) = 39
Disparity of Point  25364 =  (1197, 281) = 43
Disparity of Point  25365 =  (1197, 281) = 43
Disparity of Point  25382 =  (1211, 281) = 43
Disparity of Point  25383 =  (1211, 281) = 43
Disparity of Point  25388 =  (1214, 281) = 43
Disparity of Point  25389 =  (1214, 281) = 43
Disparity of Point  25417 =  (352, 282) = 35
Disparity of Point  25420 =  (375, 282) = 35
Disparity of Point  25421 =  (375, 282) = 35
Disparity of Point  25422 =  (379, 282) = 35
Disparity of Point  25427 =  (397, 282) = 35
Disparity of Point  25430 =  (399, 282) = 35
Disparity of Point  25441 =  (438, 282) = 35
Disparity of Point  25442 =  (438, 282) = 35
Disparity of Point  25443 =  (443, 282) = 35
Disparity of Point  25444 =  (443, 282) = 35
Disparity of Point  25453 =  (557, 282) = 35
Disparity of Point  25456 =  (607, 282) = 35
Disparity of Point  25457 =  (607, 282) = 35
Disparity of Point  25458 =  (609, 282) = 35
Disparity of Point  25459 =  (609, 282) = 35
Disparity of Point  25460 =  (609, 282) = 35
Disparity of Point  25462 =  (627, 282) = 35
Disparity of Point  25463 =  (705, 282) = 35
Disparity of Point  25464 =  (705, 282) = 35
Disparity of Point  25470 =  (718, 282) = 36
Disparity of Point  25471 =  (718, 282) = 36
Disparity of Point  25472 =  (722, 282) = 36
Disparity of Point  25473 =  (722, 282) = 36
Disparity of Point  25475 =  (731, 282) = 36
Disparity of Point  25476 =  (731, 282) = 36
Disparity of Point  25482 =  (788, 282) = 37
Disparity of Point  25483 =  (788, 282) = 37
Disparity of Point  25484 =  (788, 282) = 37
Disparity of Point  25485 =  (802, 282) = 37
Disparity of Point  25486 =  (802, 282) = 37
Disparity of Point  25487 =  (809, 282) = 37
Disparity of Point  25488 =  (809, 282) = 37
Disparity of Point  25489 =  (813, 282) = 37
Disparity of Point  25490 =  (813, 282) = 37
Disparity of Point  25495 =  (831, 282) = 37
Disparity of Point  25496 =  (831, 282) = 37
Disparity of Point  25497 =  (832, 282) = 37
Disparity of Point  25498 =  (832, 282) = 37
Disparity of Point  25499 =  (837, 282) = 37
Disparity of Point  25500 =  (837, 282) = 37
Disparity of Point  25501 =  (838, 282) = 37
Disparity of Point  25502 =  (838, 282) = 37
Disparity of Point  25505 =  (840, 282) = 37
Disparity of Point  25506 =  (840, 282) = 37
Disparity of Point  25518 =  (952, 282) = 39
Disparity of Point  25519 =  (952, 282) = 39
Disparity of Point  25526 =  (1024, 282) = 40
Disparity of Point  25527 =  (1024, 282) = 40
Disparity of Point  25528 =  (1025, 282) = 40
Disparity of Point  25529 =  (1025, 282) = 40
Disparity of Point  25532 =  (1027, 282) = 40
Disparity of Point  25533 =  (1027, 282) = 40
Disparity of Point  25534 =  (1028, 282) = 40
Disparity of Point  25535 =  (1028, 282) = 40
Disparity of Point  25536 =  (1029, 282) = 40
Disparity of Point  25537 =  (1029, 282) = 40
Disparity of Point  25538 =  (1030, 282) = 40
Disparity of Point  25539 =  (1030, 282) = 40
Disparity of Point  25540 =  (1031, 282) = 40
Disparity of Point  25548 =  (1218, 282) = 43
Disparity of Point  25549 =  (1218, 282) = 43
Disparity of Point  25556 =  (286, 283) = 35
Disparity of Point  25557 =  (286, 283) = 35
Disparity of Point  25572 =  (316, 283) = 35
Disparity of Point  25573 =  (316, 283) = 35
Disparity of Point  25574 =  (316, 283) = 35
Disparity of Point  25579 =  (351, 283) = 35
Disparity of Point  25580 =  (352, 283) = 35
Disparity of Point  25588 =  (391, 283) = 35
Disparity of Point  25589 =  (392, 283) = 35
Disparity of Point  25593 =  (401, 283) = 35
Disparity of Point  25599 =  (431, 283) = 35
Disparity of Point  25600 =  (431, 283) = 35
Disparity of Point  25625 =  (706, 283) = 35
Disparity of Point  25626 =  (707, 283) = 35
Disparity of Point  25629 =  (720, 283) = 36
Disparity of Point  25635 =  (798, 283) = 37
Disparity of Point  25636 =  (807, 283) = 37
Disparity of Point  25637 =  (807, 283) = 37
Disparity of Point  25638 =  (811, 283) = 37
Disparity of Point  25639 =  (811, 283) = 37
Disparity of Point  25640 =  (813, 283) = 37
Disparity of Point  25641 =  (819, 283) = 37
Disparity of Point  25645 =  (823, 283) = 38
Disparity of Point  25646 =  (823, 283) = 38
Disparity of Point  25647 =  (824, 283) = 38
Disparity of Point  25648 =  (824, 283) = 38
Disparity of Point  25649 =  (826, 283) = 38
Disparity of Point  25650 =  (826, 283) = 38
Disparity of Point  25653 =  (846, 283) = 38
Disparity of Point  25654 =  (846, 283) = 38
Disparity of Point  25655 =  (938, 283) = 39
Disparity of Point  25656 =  (938, 283) = 39
Disparity of Point  25657 =  (939, 283) = 39
Disparity of Point  25658 =  (939, 283) = 39
Disparity of Point  25659 =  (940, 283) = 39
Disparity of Point  25660 =  (940, 283) = 39
Disparity of Point  25661 =  (941, 283) = 39
Disparity of Point  25662 =  (941, 283) = 39
Disparity of Point  25663 =  (942, 283) = 39
Disparity of Point  25664 =  (942, 283) = 39
Disparity of Point  25686 =  (1208, 283) = 43
Disparity of Point  25687 =  (1208, 283) = 43
Disparity of Point  25704 =  (350, 284) = 35
Disparity of Point  25717 =  (388, 284) = 36
Disparity of Point  25718 =  (388, 284) = 36
Disparity of Point  25719 =  (389, 284) = 36
Disparity of Point  25724 =  (401, 284) = 36
Disparity of Point  25729 =  (442, 284) = 36
Disparity of Point  25730 =  (442, 284) = 36
Disparity of Point  25735 =  (484, 284) = 36
Disparity of Point  25736 =  (484, 284) = 36
Disparity of Point  25745 =  (502, 284) = 36
Disparity of Point  25746 =  (502, 284) = 36
Disparity of Point  25749 =  (525, 284) = 36
Disparity of Point  25750 =  (525, 284) = 36
Disparity of Point  25751 =  (526, 284) = 36
Disparity of Point  25752 =  (526, 284) = 36
Disparity of Point  25761 =  (707, 284) = 36
Disparity of Point  25765 =  (736, 284) = 37
Disparity of Point  25766 =  (736, 284) = 37
Disparity of Point  25768 =  (746, 284) = 37
Disparity of Point  25771 =  (795, 284) = 38
Disparity of Point  25772 =  (808, 284) = 38
Disparity of Point  25773 =  (808, 284) = 38
Disparity of Point  25786 =  (850, 284) = 38
Disparity of Point  25787 =  (850, 284) = 38
Disparity of Point  25788 =  (851, 284) = 38
Disparity of Point  25789 =  (851, 284) = 38
Disparity of Point  25793 =  (906, 284) = 39
Disparity of Point  25794 =  (906, 284) = 39
Disparity of Point  25798 =  (944, 284) = 39
Disparity of Point  25799 =  (944, 284) = 39
Disparity of Point  25806 =  (959, 284) = 40
Disparity of Point  25807 =  (959, 284) = 40
Disparity of Point  25814 =  (982, 284) = 40
Disparity of Point  25815 =  (982, 284) = 40
Disparity of Point  25838 =  (387, 285) = 36
Disparity of Point  25839 =  (387, 285) = 36
Disparity of Point  25840 =  (394, 285) = 36
Disparity of Point  25848 =  (488, 285) = 36
Disparity of Point  25849 =  (488, 285) = 36
Disparity of Point  25850 =  (489, 285) = 36
Disparity of Point  25851 =  (489, 285) = 36
Disparity of Point  25856 =  (505, 285) = 36
Disparity of Point  25857 =  (505, 285) = 36
Disparity of Point  25858 =  (506, 285) = 36
Disparity of Point  25859 =  (507, 285) = 36
Disparity of Point  25860 =  (507, 285) = 36
Disparity of Point  25861 =  (507, 285) = 36
Disparity of Point  25868 =  (708, 285) = 36
Disparity of Point  25869 =  (709, 285) = 36
Disparity of Point  25873 =  (722, 285) = 37
Disparity of Point  25882 =  (861, 285) = 38
Disparity of Point  25883 =  (861, 285) = 38
Disparity of Point  25884 =  (862, 285) = 38
Disparity of Point  25885 =  (862, 285) = 38
Disparity of Point  25886 =  (863, 285) = 38
Disparity of Point  25887 =  (863, 285) = 38
Disparity of Point  25888 =  (864, 285) = 38
Disparity of Point  25889 =  (864, 285) = 38
Disparity of Point  25892 =  (903, 285) = 39
Disparity of Point  25893 =  (903, 285) = 39
Disparity of Point  25894 =  (905, 285) = 39
Disparity of Point  25895 =  (948, 285) = 40
Disparity of Point  25896 =  (948, 285) = 40
Disparity of Point  25899 =  (950, 285) = 40
Disparity of Point  25900 =  (950, 285) = 40
Disparity of Point  25901 =  (951, 285) = 40
Disparity of Point  25902 =  (951, 285) = 40
Disparity of Point  25907 =  (972, 285) = 40
Disparity of Point  25908 =  (972, 285) = 40
Disparity of Point  25909 =  (973, 285) = 40
Disparity of Point  25910 =  (973, 285) = 40
Disparity of Point  25911 =  (986, 285) = 40
Disparity of Point  25912 =  (986, 285) = 40
Disparity of Point  25915 =  (988, 285) = 40
Disparity of Point  25916 =  (988, 285) = 40
Disparity of Point  25917 =  (989, 285) = 40
Disparity of Point  25918 =  (332, 286) = 36
Disparity of Point  25919 =  (332, 286) = 36
Disparity of Point  25920 =  (333, 286) = 36
Disparity of Point  25921 =  (333, 286) = 36
Disparity of Point  25931 =  (395, 286) = 36
Disparity of Point  25932 =  (395, 286) = 36
Disparity of Point  25933 =  (396, 286) = 36
Disparity of Point  25934 =  (396, 286) = 36
Disparity of Point  25947 =  (497, 286) = 36
Disparity of Point  25948 =  (497, 286) = 36
Disparity of Point  25949 =  (498, 286) = 36
Disparity of Point  25950 =  (498, 286) = 36
Disparity of Point  25961 =  (617, 286) = 37
Disparity of Point  25962 =  (617, 286) = 37
Disparity of Point  25963 =  (619, 286) = 37
Disparity of Point  25964 =  (619, 286) = 37
Disparity of Point  25967 =  (626, 286) = 36
Disparity of Point  25968 =  (633, 286) = 36
Disparity of Point  25969 =  (633, 286) = 36
Disparity of Point  25971 =  (719, 286) = 37
Disparity of Point  25972 =  (719, 286) = 37
Disparity of Point  25979 =  (739, 286) = 38
Disparity of Point  25980 =  (739, 286) = 38
Disparity of Point  25984 =  (782, 286) = 38
Disparity of Point  25987 =  (814, 286) = 38
Disparity of Point  25988 =  (814, 286) = 38
Disparity of Point  25999 =  (866, 286) = 39
Disparity of Point  26000 =  (866, 286) = 39
Disparity of Point  26003 =  (868, 286) = 39
Disparity of Point  26004 =  (868, 286) = 39
Disparity of Point  26005 =  (869, 286) = 39
Disparity of Point  26006 =  (869, 286) = 39
Disparity of Point  26011 =  (873, 286) = 39
Disparity of Point  26012 =  (873, 286) = 39
Disparity of Point  26013 =  (896, 286) = 39
Disparity of Point  26015 =  (903, 286) = 39
Disparity of Point  26018 =  (953, 286) = 40
Disparity of Point  26019 =  (953, 286) = 40
Disparity of Point  26027 =  (965, 286) = 40
Disparity of Point  26028 =  (965, 286) = 40
Disparity of Point  26029 =  (970, 286) = 40
Disparity of Point  26030 =  (970, 286) = 40
Disparity of Point  26033 =  (975, 286) = 40
Disparity of Point  26034 =  (975, 286) = 40
Disparity of Point  26035 =  (981, 286) = 40
Disparity of Point  26036 =  (981, 286) = 40
Disparity of Point  26039 =  (345, 287) = 37
Disparity of Point  26041 =  (350, 287) = 36
Disparity of Point  26042 =  (350, 287) = 36
Disparity of Point  26046 =  (391, 287) = 37
Disparity of Point  26055 =  (404, 287) = 37
Disparity of Point  26056 =  (405, 287) = 37
Disparity of Point  26057 =  (405, 287) = 37
Disparity of Point  26058 =  (406, 287) = 37
Disparity of Point  26071 =  (503, 287) = 37
Disparity of Point  26072 =  (503, 287) = 37
Disparity of Point  26073 =  (504, 287) = 37
Disparity of Point  26074 =  (504, 287) = 37
Disparity of Point  26075 =  (505, 287) = 37
Disparity of Point  26077 =  (525, 287) = 37
Disparity of Point  26078 =  (593, 287) = 37
Disparity of Point  26079 =  (593, 287) = 37
Disparity of Point  26080 =  (594, 287) = 37
Disparity of Point  26081 =  (594, 287) = 37
Disparity of Point  26082 =  (595, 287) = 37
Disparity of Point  26083 =  (597, 287) = 37
Disparity of Point  26084 =  (597, 287) = 37
Disparity of Point  26086 =  (605, 287) = 37
Disparity of Point  26087 =  (605, 287) = 37
Disparity of Point  26088 =  (606, 287) = 37
Disparity of Point  26089 =  (607, 287) = 37
Disparity of Point  26090 =  (608, 287) = 37
Disparity of Point  26091 =  (608, 287) = 37
Disparity of Point  26092 =  (608, 287) = 37
Disparity of Point  26093 =  (610, 287) = 37
Disparity of Point  26094 =  (610, 287) = 37
Disparity of Point  26095 =  (610, 287) = 37
Disparity of Point  26096 =  (621, 287) = 37
Disparity of Point  26097 =  (621, 287) = 37
Disparity of Point  26099 =  (720, 287) = 37
Disparity of Point  26100 =  (720, 287) = 37
Disparity of Point  26105 =  (750, 287) = 38
Disparity of Point  26106 =  (750, 287) = 38
Disparity of Point  26107 =  (751, 287) = 38
Disparity of Point  26108 =  (751, 287) = 38
Disparity of Point  26109 =  (752, 287) = 38
Disparity of Point  26110 =  (753, 287) = 38
Disparity of Point  26111 =  (753, 287) = 38
Disparity of Point  26112 =  (754, 287) = 38
Disparity of Point  26113 =  (754, 287) = 38
Disparity of Point  26116 =  (786, 287) = 38
Disparity of Point  26117 =  (786, 287) = 38
Disparity of Point  26118 =  (797, 287) = 38
Disparity of Point  26119 =  (808, 287) = 39
Disparity of Point  26120 =  (808, 287) = 39
Disparity of Point  26123 =  (811, 287) = 39
Disparity of Point  26124 =  (811, 287) = 39
Disparity of Point  26125 =  (812, 287) = 39
Disparity of Point  26126 =  (812, 287) = 39
Disparity of Point  26127 =  (813, 287) = 39
Disparity of Point  26128 =  (813, 287) = 39
Disparity of Point  26135 =  (875, 287) = 39
Disparity of Point  26136 =  (875, 287) = 39
Disparity of Point  26139 =  (877, 287) = 39
Disparity of Point  26140 =  (877, 287) = 39
Disparity of Point  26141 =  (878, 287) = 39
Disparity of Point  26142 =  (878, 287) = 39
Disparity of Point  26143 =  (879, 287) = 39
Disparity of Point  26144 =  (879, 287) = 39
Disparity of Point  26156 =  (968, 287) = 40
Disparity of Point  26157 =  (968, 287) = 40
Disparity of Point  26160 =  (984, 287) = 41
Disparity of Point  26161 =  (984, 287) = 41
Disparity of Point  26176 =  (387, 288) = 37
Disparity of Point  26177 =  (387, 288) = 37
Disparity of Point  26178 =  (388, 288) = 37
Disparity of Point  26179 =  (388, 288) = 37
Disparity of Point  26182 =  (398, 288) = 37
Disparity of Point  26183 =  (399, 288) = 37
Disparity of Point  26184 =  (406, 288) = 37
Disparity of Point  26185 =  (407, 288) = 37
Disparity of Point  26186 =  (407, 288) = 37
Disparity of Point  26187 =  (408, 288) = 37
Disparity of Point  26204 =  (571, 288) = 37
Disparity of Point  26205 =  (572, 288) = 37
Disparity of Point  26206 =  (572, 288) = 37
Disparity of Point  26207 =  (573, 288) = 37
Disparity of Point  26208 =  (596, 288) = 37
Disparity of Point  26209 =  (604, 288) = 37
Disparity of Point  26212 =  (640, 288) = 37
Disparity of Point  26213 =  (640, 288) = 37
Disparity of Point  26215 =  (674, 288) = 37
Disparity of Point  26217 =  (712, 288) = 37
Disparity of Point  26222 =  (725, 288) = 38
Disparity of Point  26223 =  (726, 288) = 38
Disparity of Point  26224 =  (726, 288) = 38
Disparity of Point  26225 =  (731, 288) = 38
Disparity of Point  26226 =  (738, 288) = 39
Disparity of Point  26227 =  (738, 288) = 39
Disparity of Point  26232 =  (752, 288) = 39
Disparity of Point  26233 =  (752, 288) = 39
Disparity of Point  26241 =  (823, 288) = 39
Disparity of Point  26242 =  (823, 288) = 39
Disparity of Point  26243 =  (824, 288) = 39
Disparity of Point  26244 =  (824, 288) = 39
Disparity of Point  26247 =  (826, 288) = 39
Disparity of Point  26248 =  (826, 288) = 39
Disparity of Point  26253 =  (895, 288) = 40
Disparity of Point  26254 =  (895, 288) = 40
Disparity of Point  26255 =  (895, 288) = 40
Disparity of Point  26259 =  (951, 288) = 41
Disparity of Point  26260 =  (951, 288) = 41
Disparity of Point  26261 =  (952, 288) = 41
Disparity of Point  26262 =  (952, 288) = 41
Disparity of Point  26263 =  (953, 288) = 41
Disparity of Point  26264 =  (953, 288) = 41
Disparity of Point  26265 =  (954, 288) = 41
Disparity of Point  26266 =  (954, 288) = 41
Disparity of Point  26267 =  (955, 288) = 41
Disparity of Point  26268 =  (955, 288) = 41
Disparity of Point  26269 =  (955, 288) = 41
Disparity of Point  26271 =  (363, 289) = 37
Disparity of Point  26275 =  (380, 289) = 37
Disparity of Point  26276 =  (380, 289) = 37
Disparity of Point  26282 =  (408, 289) = 37
Disparity of Point  26283 =  (409, 289) = 37
Disparity of Point  26285 =  (471, 289) = 37
Disparity of Point  26286 =  (471, 289) = 37
