Disparity of Point  10347 =  (1063, 127) = 28
Disparity of Point  24145 =  (1155, 260) = 35
Disparity of Point  24163 =  (357, 261) = 28
Disparity of Point  24164 =  (357, 261) = 28
Disparity of Point  24165 =  (358, 261) = 28
Disparity of Point  24169 =  (408, 261) = 28
Disparity of Point  24172 =  (418, 261) = 28
Disparity of Point  24173 =  (418, 261) = 28
Disparity of Point  24174 =  (427, 261) = 28
Disparity of Point  24180 =  (464, 261) = 28
Disparity of Point  24181 =  (464, 261) = 28
Disparity of Point  24195 =  (690, 261) = 29
Disparity of Point  24196 =  (690, 261) = 29
Disparity of Point  24201 =  (697, 261) = 29
Disparity of Point  24202 =  (698, 261) = 29
Disparity of Point  24203 =  (698, 261) = 29
Disparity of Point  24205 =  (750, 261) = 30
Disparity of Point  24206 =  (750, 261) = 30
Disparity of Point  24207 =  (770, 261) = 30
Disparity of Point  24208 =  (770, 261) = 30
Disparity of Point  24209 =  (771, 261) = 30
Disparity of Point  24210 =  (771, 261) = 30
Disparity of Point  24211 =  (772, 261) = 30
Disparity of Point  24212 =  (772, 261) = 30
Disparity of Point  24236 =  (910, 261) = 32
Disparity of Point  24237 =  (910, 261) = 32
Disparity of Point  24238 =  (941, 261) = 32
Disparity of Point  24239 =  (941, 261) = 32
Disparity of Point  24240 =  (942, 261) = 32
Disparity of Point  24241 =  (942, 261) = 32
Disparity of Point  24252 =  (968, 261) = 33
Disparity of Point  24253 =  (968, 261) = 33
Disparity of Point  24258 =  (998, 261) = 33
Disparity of Point  24262 =  (1008, 261) = 33
Disparity of Point  24263 =  (1008, 261) = 33
Disparity of Point  24264 =  (1021, 261) = 33
Disparity of Point  24265 =  (1021, 261) = 33
Disparity of Point  24284 =  (358, 262) = 28
Disparity of Point  24289 =  (372, 262) = 28
Disparity of Point  24297 =  (490, 262) = 29
Disparity of Point  24298 =  (490, 262) = 29
Disparity of Point  24299 =  (491, 262) = 29
Disparity of Point  24300 =  (491, 262) = 29
Disparity of Point  24301 =  (492, 262) = 29
Disparity of Point  24302 =  (492, 262) = 29
Disparity of Point  24303 =  (493, 262) = 29
Disparity of Point  24304 =  (493, 262) = 29
Disparity of Point  24307 =  (517, 262) = 29
Disparity of Point  24308 =  (524, 262) = 29
Disparity of Point  24315 =  (621, 262) = 29
Disparity of Point  24316 =  (621, 262) = 29
Disparity of Point  24317 =  (692, 262) = 29
Disparity of Point  24321 =  (750, 262) = 30
Disparity of Point  24322 =  (751, 262) = 30
Disparity of Point  24323 =  (751, 262) = 30
Disparity of Point  24325 =  (753, 262) = 30
Disparity of Point  24326 =  (753, 262) = 30
Disparity of Point  24327 =  (754, 262) = 30
Disparity of Point  24328 =  (754, 262) = 30
Disparity of Point  24329 =  (755, 262) = 30
Disparity of Point  24330 =  (755, 262) = 30
Disparity of Point  24333 =  (774, 262) = 31
Disparity of Point  24334 =  (774, 262) = 31
Disparity of Point  24335 =  (775, 262) = 31
Disparity of Point  24336 =  (775, 262) = 31
Disparity of Point  24337 =  (776, 262) = 31
Disparity of Point  24338 =  (776, 262) = 31
Disparity of Point  24339 =  (777, 262) = 31
Disparity of Point  24340 =  (777, 262) = 31
Disparity of Point  24341 =  (866, 262) = 31
Disparity of Point  24342 =  (866, 262) = 31
Disparity of Point  24343 =  (869, 262) = 31
Disparity of Point  24344 =  (870, 262) = 31
Disparity of Point  24345 =  (870, 262) = 31
Disparity of Point  24346 =  (871, 262) = 31
Disparity of Point  24347 =  (871, 262) = 31
Disparity of Point  24348 =  (872, 262) = 31
Disparity of Point  24349 =  (872, 262) = 31
Disparity of Point  24375 =  (945, 262) = 33
Disparity of Point  24376 =  (945, 262) = 33
Disparity of Point  24377 =  (946, 262) = 33
Disparity of Point  24378 =  (946, 262) = 33
Disparity of Point  24379 =  (947, 262) = 33
Disparity of Point  24380 =  (947, 262) = 33
Disparity of Point  24385 =  (951, 262) = 33
Disparity of Point  24386 =  (951, 262) = 33
Disparity of Point  24407 =  (962, 262) = 33
Disparity of Point  24408 =  (962, 262) = 33
Disparity of Point  24420 =  (1023, 262) = 34
Disparity of Point  24421 =  (1023, 262) = 34
Disparity of Point  24435 =  (1170, 262) = 36
Disparity of Point  24436 =  (1170, 262) = 36
Disparity of Point  24447 =  (1180, 262) = 36
Disparity of Point  24448 =  (1180, 262) = 36
Disparity of Point  24453 =  (312, 263) = 29
Disparity of Point  24454 =  (312, 263) = 29
Disparity of Point  24455 =  (313, 263) = 29
Disparity of Point  24456 =  (313, 263) = 29
Disparity of Point  24471 =  (357, 263) = 29
Disparity of Point  24472 =  (357, 263) = 29
Disparity of Point  24473 =  (358, 263) = 29
Disparity of Point  24478 =  (380, 263) = 29
Disparity of Point  24479 =  (381, 263) = 29
Disparity of Point  24480 =  (381, 263) = 29
Disparity of Point  24492 =  (516, 263) = 29
Disparity of Point  24493 =  (516, 263) = 29
Disparity of Point  24494 =  (523, 263) = 29
Disparity of Point  24497 =  (615, 263) = 29
Disparity of Point  24505 =  (706, 263) = 30
Disparity of Point  24506 =  (707, 263) = 30
Disparity of Point  24507 =  (707, 263) = 30
Disparity of Point  24513 =  (733, 263) = 30
Disparity of Point  24514 =  (733, 263) = 30
Disparity of Point  24519 =  (739, 263) = 30
Disparity of Point  24520 =  (739, 263) = 30
Disparity of Point  24523 =  (741, 263) = 30
Disparity of Point  24524 =  (741, 263) = 30
Disparity of Point  24527 =  (748, 263) = 30
Disparity of Point  24533 =  (881, 263) = 32
Disparity of Point  24534 =  (881, 263) = 32
Disparity of Point  24535 =  (882, 263) = 32
Disparity of Point  24536 =  (882, 263) = 32
Disparity of Point  24537 =  (883, 263) = 32
Disparity of Point  24538 =  (883, 263) = 32
Disparity of Point  24541 =  (885, 263) = 32
Disparity of Point  24542 =  (885, 263) = 32
Disparity of Point  24543 =  (886, 263) = 32
Disparity of Point  24544 =  (886, 263) = 32
Disparity of Point  24545 =  (887, 263) = 32
Disparity of Point  24546 =  (887, 263) = 32
Disparity of Point  24549 =  (909, 263) = 32
Disparity of Point  24550 =  (910, 263) = 32
Disparity of Point  24551 =  (910, 263) = 32
Disparity of Point  24562 =  (916, 263) = 32
Disparity of Point  24563 =  (916, 263) = 32
Disparity of Point  24565 =  (965, 263) = 33
Disparity of Point  24572 =  (974, 263) = 33
Disparity of Point  24573 =  (974, 263) = 33
Disparity of Point  24574 =  (975, 263) = 33
Disparity of Point  24575 =  (975, 263) = 33
Disparity of Point  24576 =  (976, 263) = 33
Disparity of Point  24577 =  (976, 263) = 33
Disparity of Point  24578 =  (977, 263) = 33
Disparity of Point  24579 =  (977, 263) = 33
Disparity of Point  24580 =  (984, 263) = 34
Disparity of Point  24581 =  (984, 263) = 34
Disparity of Point  24582 =  (985, 263) = 34
Disparity of Point  24600 =  (302, 264) = 29
Disparity of Point  24625 =  (356, 264) = 29
Disparity of Point  24626 =  (356, 264) = 29
Disparity of Point  24628 =  (361, 264) = 29
Disparity of Point  24629 =  (361, 264) = 29
Disparity of Point  24647 =  (493, 264) = 29
Disparity of Point  24648 =  (494, 264) = 29
Disparity of Point  24649 =  (494, 264) = 29
Disparity of Point  24653 =  (503, 264) = 29
Disparity of Point  24655 =  (516, 264) = 29
Disparity of Point  24656 =  (523, 264) = 29
Disparity of Point  24657 =  (523, 264) = 29
Disparity of Point  24662 =  (697, 264) = 30
Disparity of Point  24663 =  (698, 264) = 30
Disparity of Point  24669 =  (752, 264) = 31
Disparity of Point  24670 =  (752, 264) = 31
Disparity of Point  24671 =  (753, 264) = 31
Disparity of Point  24672 =  (753, 264) = 31
Disparity of Point  24673 =  (759, 264) = 31
Disparity of Point  24674 =  (759, 264) = 31
Disparity of Point  24675 =  (760, 264) = 31
Disparity of Point  24676 =  (786, 264) = 31
Disparity of Point  24677 =  (786, 264) = 31
Disparity of Point  24705 =  (928, 264) = 33
Disparity of Point  24706 =  (928, 264) = 33
Disparity of Point  24707 =  (929, 264) = 33
Disparity of Point  24708 =  (929, 264) = 33
Disparity of Point  24709 =  (930, 264) = 33
Disparity of Point  24710 =  (930, 264) = 33
Disparity of Point  24724 =  (983, 264) = 34
Disparity of Point  24725 =  (983, 264) = 34
Disparity of Point  24738 =  (1025, 264) = 34
Disparity of Point  24739 =  (1025, 264) = 34
Disparity of Point  24742 =  (1027, 264) = 34
Disparity of Point  24743 =  (1027, 264) = 34
Disparity of Point  24744 =  (1028, 264) = 35
Disparity of Point  24745 =  (1028, 264) = 35
Disparity of Point  24750 =  (1031, 264) = 35
Disparity of Point  24751 =  (1031, 264) = 35
Disparity of Point  24752 =  (1032, 264) = 35
Disparity of Point  24786 =  (372, 265) = 29
Disparity of Point  24787 =  (372, 265) = 29
Disparity of Point  24807 =  (410, 265) = 29
Disparity of Point  24808 =  (410, 265) = 29
Disparity of Point  24825 =  (611, 265) = 30
Disparity of Point  24826 =  (611, 265) = 30
Disparity of Point  24827 =  (612, 265) = 30
Disparity of Point  24828 =  (612, 265) = 30
Disparity of Point  24829 =  (648, 265) = 30
Disparity of Point  24830 =  (648, 265) = 30
Disparity of Point  24831 =  (666, 265) = 30
Disparity of Point  24832 =  (666, 265) = 30
Disparity of Point  24835 =  (695, 265) = 30
Disparity of Point  24836 =  (695, 265) = 30
Disparity of Point  24837 =  (698, 265) = 30
Disparity of Point  24838 =  (699, 265) = 30
Disparity of Point  24841 =  (720, 265) = 31
Disparity of Point  24842 =  (720, 265) = 31
Disparity of Point  24843 =  (721, 265) = 31
Disparity of Point  24844 =  (721, 265) = 31
Disparity of Point  24845 =  (722, 265) = 31
Disparity of Point  24846 =  (729, 265) = 31
Disparity of Point  24847 =  (729, 265) = 31
Disparity of Point  24848 =  (730, 265) = 31
Disparity of Point  24849 =  (730, 265) = 31
Disparity of Point  24850 =  (731, 265) = 31
Disparity of Point  24851 =  (731, 265) = 31
Disparity of Point  24854 =  (749, 265) = 31
Disparity of Point  24855 =  (749, 265) = 31
Disparity of Point  24858 =  (754, 265) = 31
Disparity of Point  24859 =  (754, 265) = 31
Disparity of Point  24862 =  (762, 265) = 31
Disparity of Point  24863 =  (762, 265) = 31
Disparity of Point  24864 =  (763, 265) = 31
Disparity of Point  24879 =  (880, 265) = 32
Disparity of Point  24880 =  (880, 265) = 32
Disparity of Point  24881 =  (881, 265) = 32
Disparity of Point  24882 =  (881, 265) = 32
Disparity of Point  24883 =  (882, 265) = 32
Disparity of Point  24884 =  (882, 265) = 32
Disparity of Point  24887 =  (884, 265) = 32
Disparity of Point  24888 =  (884, 265) = 32
Disparity of Point  24889 =  (885, 265) = 32
Disparity of Point  24890 =  (885, 265) = 32
Disparity of Point  24891 =  (886, 265) = 32
Disparity of Point  24892 =  (886, 265) = 32
Disparity of Point  24906 =  (938, 265) = 33
Disparity of Point  24907 =  (938, 265) = 33
Disparity of Point  24908 =  (939, 265) = 33
Disparity of Point  24909 =  (939, 265) = 33
Disparity of Point  24924 =  (958, 265) = 34
Disparity of Point  24925 =  (958, 265) = 34
Disparity of Point  24932 =  (302, 266) = 30
Disparity of Point  24933 =  (320, 266) = 30
Disparity of Point  24934 =  (320, 266) = 30
Disparity of Point  24956 =  (373, 266) = 30
Disparity of Point  24957 =  (373, 266) = 30
Disparity of Point  24966 =  (392, 266) = 30
Disparity of Point  24967 =  (392, 266) = 30
Disparity of Point  24968 =  (393, 266) = 30
Disparity of Point  24976 =  (459, 266) = 30
Disparity of Point  24977 =  (459, 266) = 30
Disparity of Point  24978 =  (460, 266) = 30
Disparity of Point  24979 =  (460, 266) = 30
Disparity of Point  24987 =  (521, 266) = 30
Disparity of Point  24993 =  (610, 266) = 30
Disparity of Point  24994 =  (610, 266) = 30
Disparity of Point  24995 =  (612, 266) = 30
Disparity of Point  24996 =  (612, 266) = 30
Disparity of Point  24997 =  (696, 266) = 30
Disparity of Point  24998 =  (696, 266) = 30
Disparity of Point  24999 =  (706, 266) = 31
Disparity of Point  25000 =  (707, 266) = 31
Disparity of Point  25001 =  (707, 266) = 31
Disparity of Point  25008 =  (795, 266) = 32
Disparity of Point  25009 =  (795, 266) = 32
Disparity of Point  25018 =  (899, 266) = 33
Disparity of Point  25019 =  (899, 266) = 33
Disparity of Point  25022 =  (901, 266) = 33
Disparity of Point  25023 =  (901, 266) = 33
Disparity of Point  25024 =  (901, 266) = 33
Disparity of Point  25040 =  (978, 266) = 34
Disparity of Point  25041 =  (978, 266) = 34
Disparity of Point  25074 =  (331, 267) = 30
Disparity of Point  25075 =  (331, 267) = 30
Disparity of Point  25105 =  (437, 267) = 30
Disparity of Point  25106 =  (437, 267) = 30
Disparity of Point  25107 =  (438, 267) = 30
Disparity of Point  25108 =  (438, 267) = 30
Disparity of Point  25109 =  (439, 267) = 30
Disparity of Point  25110 =  (439, 267) = 30
Disparity of Point  25111 =  (450, 267) = 30
Disparity of Point  25112 =  (450, 267) = 30
Disparity of Point  25113 =  (451, 267) = 30
Disparity of Point  25114 =  (451, 267) = 30
Disparity of Point  25121 =  (484, 267) = 30
Disparity of Point  25122 =  (484, 267) = 30
Disparity of Point  25123 =  (485, 267) = 30
Disparity of Point  25124 =  (485, 267) = 30
Disparity of Point  25125 =  (490, 267) = 30
Disparity of Point  25128 =  (495, 267) = 30
Disparity of Point  25129 =  (495, 267) = 30
Disparity of Point  25135 =  (514, 267) = 30
Disparity of Point  25146 =  (668, 267) = 31
Disparity of Point  25147 =  (668, 267) = 31
Disparity of Point  25148 =  (684, 267) = 31
Disparity of Point  25149 =  (684, 267) = 31
Disparity of Point  25158 =  (701, 267) = 31
Disparity of Point  25159 =  (701, 267) = 31
Disparity of Point  25160 =  (701, 267) = 31
Disparity of Point  25161 =  (704, 267) = 31
Disparity of Point  25167 =  (755, 267) = 32
Disparity of Point  25168 =  (755, 267) = 32
Disparity of Point  25171 =  (766, 267) = 32
Disparity of Point  25172 =  (766, 267) = 32
Disparity of Point  25175 =  (799, 267) = 32
Disparity of Point  25176 =  (799, 267) = 32
Disparity of Point  25177 =  (800, 267) = 32
Disparity of Point  25178 =  (800, 267) = 32
Disparity of Point  25179 =  (801, 267) = 32
Disparity of Point  25180 =  (801, 267) = 32
Disparity of Point  25181 =  (803, 267) = 32
Disparity of Point  25182 =  (803, 267) = 32
Disparity of Point  25183 =  (804, 267) = 32
Disparity of Point  25184 =  (804, 267) = 32
Disparity of Point  25185 =  (805, 267) = 32
Disparity of Point  25186 =  (805, 267) = 32
Disparity of Point  25192 =  (860, 267) = 32
Disparity of Point  25193 =  (860, 267) = 32
Disparity of Point  25194 =  (861, 267) = 32
Disparity of Point  25195 =  (861, 267) = 32
Disparity of Point  25205 =  (913, 267) = 33
Disparity of Point  25206 =  (913, 267) = 33
Disparity of Point  25222 =  (988, 267) = 35
Disparity of Point  25223 =  (988, 267) = 35
Disparity of Point  25224 =  (989, 267) = 35
Disparity of Point  25225 =  (989, 267) = 35
Disparity of Point  25252 =  (347, 268) = 30
Disparity of Point  25266 =  (392, 268) = 30
Disparity of Point  25281 =  (413, 268) = 30
Disparity of Point  25282 =  (413, 268) = 30
Disparity of Point  25283 =  (418, 268) = 30
Disparity of Point  25284 =  (418, 268) = 30
Disparity of Point  25299 =  (496, 268) = 31
Disparity of Point  25300 =  (497, 268) = 31
Disparity of Point  25314 =  (691, 268) = 31
Disparity of Point  25315 =  (691, 268) = 31
Disparity of Point  25319 =  (718, 268) = 32
Disparity of Point  25320 =  (718, 268) = 32
Disparity of Point  25321 =  (719, 268) = 32
Disparity of Point  25322 =  (719, 268) = 32
Disparity of Point  25323 =  (719, 268) = 32
Disparity of Point  25324 =  (738, 268) = 32
Disparity of Point  25325 =  (739, 268) = 32
Disparity of Point  25326 =  (739, 268) = 32
Disparity of Point  25329 =  (761, 268) = 32
Disparity of Point  25336 =  (815, 268) = 32
Disparity of Point  25337 =  (815, 268) = 32
Disparity of Point  25350 =  (853, 268) = 33
Disparity of Point  25355 =  (864, 268) = 33
Disparity of Point  25356 =  (864, 268) = 33
Disparity of Point  25357 =  (865, 268) = 33
Disparity of Point  25358 =  (865, 268) = 33
Disparity of Point  25359 =  (866, 268) = 33
Disparity of Point  25360 =  (866, 268) = 33
Disparity of Point  25361 =  (867, 268) = 33
Disparity of Point  25362 =  (867, 268) = 33
Disparity of Point  25363 =  (868, 268) = 33
Disparity of Point  25364 =  (868, 268) = 33
Disparity of Point  25365 =  (871, 268) = 33
Disparity of Point  25366 =  (871, 268) = 33
Disparity of Point  25377 =  (911, 268) = 34
Disparity of Point  25378 =  (911, 268) = 34
Disparity of Point  25379 =  (991, 268) = 35
Disparity of Point  25380 =  (991, 268) = 35
Disparity of Point  25381 =  (992, 268) = 35
Disparity of Point  25382 =  (992, 268) = 35
Disparity of Point  25412 =  (388, 269) = 31
Disparity of Point  25413 =  (389, 269) = 31
Disparity of Point  25414 =  (389, 269) = 31
Disparity of Point  25415 =  (390, 269) = 31
Disparity of Point  25416 =  (390, 269) = 31
Disparity of Point  25440 =  (465, 269) = 31
Disparity of Point  25441 =  (465, 269) = 31
Disparity of Point  25442 =  (466, 269) = 31
Disparity of Point  25443 =  (513, 269) = 31
Disparity of Point  25444 =  (514, 269) = 31
Disparity of Point  25445 =  (514, 269) = 31
Disparity of Point  25446 =  (515, 269) = 31
Disparity of Point  25447 =  (515, 269) = 31
Disparity of Point  25448 =  (516, 269) = 31
Disparity of Point  25449 =  (516, 269) = 31
Disparity of Point  25450 =  (527, 269) = 31
Disparity of Point  25453 =  (606, 269) = 31
Disparity of Point  25455 =  (613, 269) = 31
Disparity of Point  25456 =  (613, 269) = 31
Disparity of Point  25457 =  (615, 269) = 31
Disparity of Point  25458 =  (615, 269) = 31
Disparity of Point  25466 =  (676, 269) = 31
Disparity of Point  25467 =  (676, 269) = 31
Disparity of Point  25468 =  (677, 269) = 31
Disparity of Point  25469 =  (692, 269) = 31
Disparity of Point  25470 =  (700, 269) = 31
Disparity of Point  25472 =  (703, 269) = 32
Disparity of Point  25473 =  (741, 269) = 32
Disparity of Point  25474 =  (741, 269) = 32
Disparity of Point  25478 =  (762, 269) = 32
Disparity of Point  25479 =  (762, 269) = 32
